pair_id,chr,geneA,startA,endA,strandA,geneB,startB,endB,strandB,distance,species,no. of effective observations,BDP activity,,species,
1982,5,AT5G44495,17926302,17926710,-,AT5G44500,17927443,17929835,+,733,arabidopsis,1172,0.032418159,,,
1983,5,AT5G44635,18006212,18010667,-,AT5G44640,18011146,18012882,+,479,arabidopsis,2597,0.125680414,,,
1984,5,AT5G44740,18047733,18051896,-,AT5G44750,18052607,18060169,+,711,arabidopsis,23193,0.534686444,,,
1985,5,AT5G45050,18176894,18181973,-,AT5G45060,18182038,18187081,+,65,arabidopsis,25144,0.761666031,,,
1986,5,AT5G45250,18321764,18326175,-,AT5G45260,18326203,18332920,+,28,arabidopsis,25074,0.649599715,,,
1987,5,AT5G45290,18349697,18352637,-,AT5G45300,18353525,18356888,+,888,arabidopsis,24336,0.368712605,,,
1988,5,AT5G45360,18384489,18386871,-,AT5G45370,18387091,18390450,+,220,arabidopsis,24420,0.187888231,,,
1989,5,AT5G45420,18404015,18406693,-,AT5G45430,18407150,18411977,+,457,arabidopsis,25801,0.049840807,,,
1990,5,AT5G45690,18534999,18536316,-,AT5G45700,18537239,18538418,+,923,arabidopsis,4159,-0.244723004,,,
1991,5,AT5G45740,18556539,18558406,-,AT5G45750,18559060,18560945,+,654,arabidopsis,20314,0.157852327,,,
1992,5,AT5G45910,18620299,18622301,-,AT5G45920,18622647,18625697,+,346,arabidopsis,1735,-0.087653597,,,
1993,5,AT5G46380,18813088,18816431,-,AT5G46390,18816585,18819462,+,154,arabidopsis,3826,-0.194223619,,,
1994,5,AT5G46395,18819464,18819755,-,AT5G46400,18819933,18824782,+,178,arabidopsis,12126,0.047459655,,,
1995,5,AT5G46620,18917570,18919442,-,AT5G46630,18920334,18923551,+,892,arabidopsis,25213,0.10840461,,,
1996,5,AT5G46915,19051417,19053200,-,AT5G46920,19053472,19056073,+,272,arabidopsis,15771,0.107876912,,,
1997,5,AT5G47080,19124563,19126694,-,AT5G47090,19127187,19129605,+,493,arabidopsis,25344,0.40847892,,,
1998,5,AT5G47110,19133986,19135414,-,AT5G47120,19135952,19138025,+,538,arabidopsis,25678,-0.115133017,,,
1999,5,AT5G47190,19164184,19166135,-,AT5G47200,19166859,19169093,+,724,arabidopsis,25564,-0.159377283,,,
2000,5,AT5G47229,19179694,19179849,-,AT5G47230,19179881,19181182,+,32,arabidopsis,2362,0.049006219,,,
2001,5,AT5G47250,19185698,19188885,-,AT5G47260,19189411,19192516,+,526,arabidopsis,4477,0.034654256,,,
2002,5,AT5G47430,19235555,19241263,-,AT5G47435,19241672,19243988,+,409,arabidopsis,25629,-0.156988196,,,
2003,5,AT5G47460,19252463,19254336,-,AT5G47470,19254403,19256810,+,67,arabidopsis,9070,0.089088345,,,
2004,5,AT5G47680,19316046,19317539,-,AT5G47690,19317668,19327431,+,129,arabidopsis,25642,0.13430083,,,
2005,5,AT5G47700,19327566,19328986,-,AT5G47710,19329544,19331477,+,558,arabidopsis,25080,0.060888372,,,
2006,5,AT5G47830,19372821,19374693,-,AT5G47840,19375317,19378465,+,624,arabidopsis,25122,-0.136236376,,,
2007,5,AT5G47850,19378669,19381190,-,AT5G47860,19381519,19384422,+,329,arabidopsis,19251,0.199326791,,,
2008,5,AT5G47880,19386045,19388587,-,AT5G47890,19388704,19390937,+,117,arabidopsis,25930,-0.123871198,,,
2009,5,AT5G48030,19465788,19469939,-,AT5G48040,19469992,19472445,+,53,arabidopsis,24084,0.370966936,,,
2010,5,AT5G48180,19540937,19542760,-,AT5G48190,19542778,19544429,+,18,arabidopsis,11791,-0.019176365,,,
2011,5,AT5G48640,19723388,19725748,-,AT5G48650,19726672,19729764,+,924,arabidopsis,18292,0.141472088,,,
2012,5,AT5G48657,19733882,19735726,-,AT5G48660,19736540,19738538,+,814,arabidopsis,21880,-0.065750093,,,
2013,5,AT5G48770,19773117,19777242,-,AT5G48780,19777453,19779815,+,211,arabidopsis,15749,0.677480305,,,
2014,5,AT5G48910,19832785,19835148,-,AT5G48920,19835337,19836258,+,189,arabidopsis,22894,0.051925974,,,
2015,5,AT5G48970,19856830,19859847,-,AT5G48980,19860708,19862052,+,861,arabidopsis,18107,0.018174719,,,
2016,5,AT5G49040,19882676,19883251,-,AT5G49050,19883929,19884381,+,678,arabidopsis,2060,0.593253024,,,
2017,5,AT5G49100,19897370,19899301,-,AT5G49110,19900150,19906171,+,849,arabidopsis,23164,0.036477892,,,
2018,5,AT5G49140,19918971,19923415,-,AT5G49150,19924354,19929256,+,939,arabidopsis,2929,0.066731681,,,
2019,5,AT5G49200,19947689,19949175,-,AT5G49210,19949691,19951713,+,516,arabidopsis,16157,0.031687132,,,
2020,5,AT5G49500,20077304,20080329,-,AT5G49510,20080600,20083042,+,271,arabidopsis,22894,0.10239666,,,
2021,5,AT5G49645,20151163,20151882,-,AT5G49650,20152731,20156613,+,849,arabidopsis,22397,0.050843513,,,
2022,5,AT5G49690,20189655,20191604,-,AT5G49700,20192159,20193800,+,555,arabidopsis,21084,0.738625307,,,
2023,5,AT5G49830,20250419,20255089,-,AT5G49840,20255173,20259982,+,84,arabidopsis,25343,0.31176662,,,
2024,5,AT5G49900,20296518,20302575,-,AT5G49910,20303334,20306469,+,759,arabidopsis,24459,-0.197448265,,,
2025,5,AT5G50230,20448310,20451062,-,AT5G50240,20451228,20452569,+,166,arabidopsis,23490,0.032183225,,,
2026,5,AT5G50370,20509115,20510810,-,AT5G50375,20511642,20514346,+,832,arabidopsis,24092,0.509254601,,,
2027,5,AT5G51000,20742533,20743669,-,AT5G51010,20744553,20745703,+,884,arabidopsis,2723,-0.054945391,,,
2028,5,AT5G51220,20821040,20823411,-,AT5G51230,20823644,20829644,+,233,arabidopsis,24712,0.376678892,,,
2029,5,AT5G51430,20886745,20891007,-,AT5G51440,20891163,20892416,+,156,arabidopsis,23295,-0.04346881,,,
2030,5,AT5G51530,20927069,20931886,-,AT5G51540,20932031,20936413,+,145,arabidopsis,14679,0.099482585,,,
2031,5,AT5G51710,21004251,21008849,-,AT5G51720,21009347,21010345,+,498,arabidopsis,20679,-0.089895605,,,
2032,5,AT5G51820,21063298,21068327,-,AT5G51830,21069110,21071739,+,783,arabidopsis,24882,-0.252990107,,,
2033,5,AT5G51870,21085462,21088414,-,AT5G51880,21089383,21091073,+,969,arabidopsis,4130,-0.029515901,,,
2034,5,AT5G52090,21167432,21169462,-,AT5G52100,21170048,21172346,+,586,arabidopsis,1884,-0.190839859,,,
2035,5,AT5G52200,21202549,21204816,-,AT5G52210,21204991,21207098,+,175,arabidopsis,25152,0.395030509,,,
2036,5,AT5G52230,21207784,21212072,-,AT5G52240,21212940,21214842,+,868,arabidopsis,24720,-0.353727021,,,
2037,5,AT5G52290,21230224,21236554,-,AT5G52300,21237021,21239531,+,467,arabidopsis,15489,0.150538651,,,
2038,5,AT5G52330,21247355,21250426,-,AT5G52340,21250646,21254137,+,220,arabidopsis,8244,0.344788219,,,
2039,5,AT5G52550,21327712,21330136,-,AT5G52560,21330608,21334811,+,472,arabidopsis,25353,0.100459285,,,
2040,5,AT5G52570,21334793,21337126,-,AT5G52580,21337861,21343051,+,735,arabidopsis,22565,0.194662797,,,
2041,5,AT5G52620,21348554,21349681,-,AT5G52630,21350375,21352333,+,694,arabidopsis,3332,-0.034089254,,,
2042,5,AT5G52650,21355541,21357219,-,AT5G52655,21357752,21358250,+,533,arabidopsis,1555,0.475915225,,,
2043,5,AT5G52790,21391566,21395016,-,AT5G52800,21395944,21399419,+,928,arabidopsis,18219,0.159640086,,,
2044,5,AT5G52910,21457534,21463327,-,AT5G52920,21463467,21466880,+,140,arabidopsis,23427,0.158263455,,,
2045,5,AT5G52950,21473720,21477024,-,AT5G52960,21477116,21478534,+,92,arabidopsis,23653,-0.011086722,,,
2046,5,AT5G52980,21482140,21483797,-,AT5G52990,21483919,21485385,+,122,arabidopsis,24632,0.328211341,,,
2047,5,AT5G53270,21606271,21607297,-,AT5G53280,21607410,21609428,+,113,arabidopsis,1554,0.614880149,,,
2048,5,AT5G53300,21632021,21634314,-,AT5G53310,21634424,21636355,+,110,arabidopsis,25939,0.280647267,,,
2049,5,AT5G53320,21636241,21638398,-,AT5G53330,21639216,21640963,+,818,arabidopsis,20817,-0.020228645,,,
2050,5,AT5G53340,21640809,21643666,-,AT5G53350,21643767,21647774,+,101,arabidopsis,24967,-0.101545673,,,
2051,5,AT5G53440,21683144,21688273,-,AT5G53450,21688763,21692480,+,490,arabidopsis,25422,0.069244259,,,
2052,5,AT5G53810,21850141,21853011,-,AT5G53820,21853348,21854117,+,337,arabidopsis,13021,0.416534618,,,
2053,5,AT5G54060,21936746,21938396,-,AT5G54062,21938793,21939637,+,397,arabidopsis,4848,0.001584106,,,
2054,5,AT5G54170,21984878,21987489,-,AT5G54180,21988457,21990393,+,968,arabidopsis,24814,0.154574147,,,
2055,5,AT5G54570,22167636,22170235,-,AT5G54580,22171166,22173019,+,931,arabidopsis,18079,-0.198634346,,,
2056,5,AT5G54850,22280490,22282682,-,AT5G54855,22282766,22284391,+,84,arabidopsis,24159,0.156964867,,,
2057,5,AT5G54910,22298453,22301859,-,AT5G54920,22302000,22305795,+,141,arabidopsis,24407,0.462105821,,,
2058,5,AT5G54960,22310553,22312832,-,AT5G54970,22312976,22314119,+,144,arabidopsis,25927,-0.005585641,,,
2059,5,AT5G55210,22396426,22397446,-,AT5G55220,22397457,22400856,+,11,arabidopsis,24900,0.474908553,,,
2060,5,AT5G55400,22455369,22459598,-,AT5G55410,22460550,22461385,+,952,arabidopsis,11760,-0.003373278,,,
2061,5,AT5G55490,22478712,22481937,-,AT5G55500,22482125,22484631,+,188,arabidopsis,23101,-0.204902436,,,
2062,5,AT5G55600,22521843,22525685,-,AT5G55610,22525771,22528143,+,86,arabidopsis,25365,-0.106284678,,,
2063,5,AT5G55710,22554878,22555890,-,AT5G55720,22555995,22557725,+,105,arabidopsis,12561,0.112967087,,,
2064,5,AT5G55790,22578715,22581335,-,AT5G55800,22581694,22583430,+,359,arabidopsis,4027,-0.080442412,,,
2065,5,AT5G56130,22722482,22725099,-,AT5G56140,22725238,22728473,+,139,arabidopsis,24565,-0.132331147,,,
2066,5,AT5G56180,22737325,22741100,-,AT5G56190,22741965,22745191,+,865,arabidopsis,25131,0.442548281,,,
2067,5,AT5G56280,22783384,22785605,-,AT5G56290,22786496,22792306,+,891,arabidopsis,25239,0.201595667,,,
2068,5,AT5G56580,22904622,22906764,-,AT5G56590,22907264,22909707,+,500,arabidopsis,21473,0.274195751,,,
2069,5,AT5G56670,22935211,22936084,-,AT5G56680,22936534,22939060,+,450,arabidopsis,25979,0.101986108,,,
2070,5,AT5G56710,22943707,22944993,-,AT5G56720,22945419,22946807,+,426,arabidopsis,22687,-0.029096063,,,
2071,5,AT5G56900,23019245,23022765,-,AT5G56910,23022862,23024257,+,97,arabidopsis,24099,0.064668752,,,
2072,5,AT5G56930,23027658,23030639,-,AT5G56940,23030747,23032411,+,108,arabidopsis,24653,-0.15856994,,,
2073,5,AT5G57270,23200591,23203908,-,AT5G57280,23204377,23206663,+,469,arabidopsis,24743,0.185867595,,,
2074,5,AT5G57300,23208463,23211139,-,AT5G57320,23211952,23218041,+,813,arabidopsis,20734,0.107436432,,,
2075,5,AT5G57450,23273067,23274976,-,AT5G57460,23275110,23277488,+,134,arabidopsis,23641,0.07260396,,,
2076,5,AT5G57630,23340746,23343489,-,AT5G57640,23344436,23345621,+,947,arabidopsis,22534,0.353499993,,,
2077,5,AT5G57650,23345662,23346324,-,AT5G57655,23346675,23350065,+,351,arabidopsis,3759,0.481209634,,,
2078,5,AT5G57690,23371675,23374676,-,AT5G57700,23374873,23377229,+,197,arabidopsis,7906,0.008309267,,,
2079,5,AT5G57810,23424268,23425647,-,AT5G57815,23426647,23427911,+,1000,arabidopsis,10053,0.207151933,,,
2080,5,AT5G57850,23435291,23437347,-,AT5G57860,23437532,23439403,+,185,arabidopsis,25058,0.086593213,,,
2081,5,AT5G57910,23451066,23452963,-,AT5G57920,23453056,23454397,+,93,arabidopsis,15434,0.376466596,,,
2082,5,AT5G57960,23462704,23466678,-,AT5G57970,23466685,23469015,+,7,arabidopsis,23566,-0.076147891,,,
2083,5,AT5G58010,23483366,23485014,-,AT5G58020,23485496,23486818,+,482,arabidopsis,12007,-0.085847994,,,
2084,5,AT5G58030,23486777,23488620,-,AT5G58040,23488745,23494259,+,125,arabidopsis,25411,-0.255847111,,,
2085,5,AT5G58050,23494249,23497601,-,AT5G58060,23498139,23500384,+,538,arabidopsis,6868,0.087566472,,,
2086,5,AT5G58130,23521049,23523818,-,AT5G58140,23523825,23533111,+,7,arabidopsis,24729,-0.041028803,,,
2087,5,AT5G58150,23530081,23532840,-,AT5G58160,23533375,23539741,+,535,arabidopsis,1176,-0.043121704,,,
2088,5,AT5G58170,23540049,23543345,-,AT5G58180,23543652,23545760,+,307,arabidopsis,1172,0.428308986,,,
2089,5,AT5G58220,23554386,23556001,-,AT5G58230,23556012,23558245,+,11,arabidopsis,25536,0.168071295,,,
2090,5,AT5G58240,23558114,23559353,-,AT5G58250,23559474,23560778,+,121,arabidopsis,25240,0.236064334,,,
2091,5,AT5G58330,23579722,23582395,-,AT5G58340,23582495,23585148,+,100,arabidopsis,24239,-0.175343781,,,
2092,5,AT5G58480,23640973,23642853,-,AT5G58490,23643009,23644679,+,156,arabidopsis,24357,0.312023402,,,
2093,5,AT5G58510,23648094,23654622,-,AT5G58520,23655140,23658256,+,518,arabidopsis,24259,0.38425995,,,
2094,5,AT5G58570,23672695,23673287,-,AT5G58575,23673533,23675643,+,246,arabidopsis,24771,0.204594938,,,
2095,5,AT5G58630,23696108,23697452,-,AT5G58640,23697841,23699767,+,389,arabidopsis,16735,0.091478428,,,
2096,5,AT5G58740,23725675,23727628,-,AT5G58750,23728588,23730142,+,960,arabidopsis,13933,0.077988967,,,
2097,5,AT5G58760,23730450,23733707,-,AT5G58770,23734273,23735767,+,566,arabidopsis,22201,0.160977811,,,
2098,5,AT5G58784,23739818,23741388,-,AT5G58787,23742363,23744646,+,975,arabidopsis,9696,0.073433878,,,
2099,5,AT5G58910,23789363,23792382,-,AT5G58920,23793129,23794245,+,747,arabidopsis,10934,-0.0323941,,,
2100,5,AT5G58930,23794286,23796461,-,AT5G58940,23797446,23800954,+,985,arabidopsis,24536,-0.08921244,,,
2101,5,AT5G58980,23811449,23814683,-,AT5G58990,23814763,23816190,+,80,arabidopsis,24197,-0.018811299,,,
2102,5,AT5G59140,23874311,23875713,-,AT5G59150,23876486,23878489,+,773,arabidopsis,25347,0.191394384,,,
2103,5,AT5G59240,23902462,23903767,-,AT5G59250,23903872,23907111,+,105,arabidopsis,21568,-0.292456775,,,
2104,5,AT5G59410,23959573,23960988,-,AT5G59420,23961567,23964874,+,579,arabidopsis,24184,-0.279871873,,,
2105,5,AT5G59460,23976723,23978399,-,AT5G59470,23978550,23979478,+,151,arabidopsis,23637,0.206342557,,,
2106,5,AT5G59490,23982621,23984656,-,AT5G59500,23985512,23987382,+,856,arabidopsis,16630,-0.439041421,,,
2107,5,AT5G59590,24008865,24010688,-,AT5G59610,24010900,24015129,+,212,arabidopsis,15686,-0.053546924,,,
2108,5,AT5G59740,24070049,24073086,-,AT5G59750,24073195,24075552,+,109,arabidopsis,21666,-0.336323776,,,
2109,5,AT5G59900,24123913,24126717,-,AT5G59910,24126877,24128162,+,160,arabidopsis,25227,-0.300546305,,,
2110,5,AT5G59970,24145831,24146729,-,AT5G59980,24147099,24149942,+,370,arabidopsis,24378,0.02991351,,,
2111,5,AT5G60030,24171888,24173046,-,AT5G60040,24173259,24183641,+,213,arabidopsis,24009,0.154973914,,,
2112,5,AT5G60100,24197971,24201415,-,AT5G60110,24201954,24202937,+,539,arabidopsis,14769,-0.099325266,,,
2113,5,AT5G60142,24215947,24217749,-,AT5G60150,24217982,24223532,+,233,arabidopsis,17456,0.121457229,,,
2114,5,AT5G60160,24223647,24226914,-,AT5G60170,24227415,24232873,+,501,arabidopsis,25640,0.214084348,,,
2115,5,AT5G60180,24232875,24234135,-,AT5G60190,24234431,24236242,+,296,arabidopsis,21331,0.192925998,,,
2116,5,AT5G60260,24255272,24256285,-,AT5G60265,24256375,24257699,+,90,arabidopsis,1560,0.658658501,,,
2117,5,AT5G60540,24336623,24338802,-,AT5G60550,24339229,24342590,+,427,arabidopsis,25404,0.016612805,,,
2118,5,AT5G60615,24365566,24366376,-,AT5G60620,24367142,24369790,+,766,arabidopsis,2642,-0.173494327,,,
2119,5,AT5G60720,24418195,24422274,-,AT5G60730,24422686,24425540,+,412,arabidopsis,17979,0.196443696,,,
2120,5,AT5G60740,24425455,24430413,-,AT5G60750,24430830,24433394,+,417,arabidopsis,2382,-0.315900607,,,
2121,5,AT5G60930,24515281,24522743,-,AT5G60940,24522953,24526113,+,210,arabidopsis,23781,0.315888865,,,
2122,5,AT5G61000,24549479,24552855,-,AT5G61010,24553744,24557043,+,889,arabidopsis,23392,-0.200525522,,,
2123,5,AT5G61020,24556994,24559936,-,AT5G61030,24560309,24562527,+,373,arabidopsis,25513,0.412485813,,,
2124,5,AT5G61130,24587173,24589580,-,AT5G61140,24589906,24603522,+,326,arabidopsis,24800,-0.133986577,,,
2125,5,AT5G61150,24603634,24607725,-,AT5G61160,24608605,24610329,+,880,arabidopsis,17477,-0.174532823,,,
2126,5,AT5G61220,24625573,24626965,-,AT5G61230,24627187,24628968,+,222,arabidopsis,25392,0.144895477,,,
2127,5,AT5G61250,24632154,24635312,-,AT5G61260,24636296,24638808,+,984,arabidopsis,22996,0.456850254,,,
2128,5,AT5G61390,24678555,24681078,-,AT5G61400,24681550,24683514,+,472,arabidopsis,23651,0.287845939,,,
2129,5,AT5G61520,24739026,24741401,-,AT5G61530,24741976,24744823,+,575,arabidopsis,22772,0.117014324,,,
2130,5,AT5G61630,24773229,24774578,-,AT5G61640,24774980,24776398,+,402,arabidopsis,2254,-0.068013193,,,
2131,5,AT5G61690,24789237,24793528,-,AT5G61700,24793779,24798745,+,251,arabidopsis,1106,0.890004193,,,
2132,5,AT5G61730,24803427,24807920,-,AT5G61740,24808406,24812739,+,486,arabidopsis,5521,0.623382756,,,
2133,5,AT5G61760,24813660,24815458,-,AT5G61770,24815541,24817728,+,83,arabidopsis,25097,0.26896138,,,
2134,5,AT5G62090,24934962,24939239,-,AT5G62100,24940203,24942003,+,964,arabidopsis,23880,0.174198406,,,
2135,5,AT5G62240,25002358,25004783,-,AT5G62250,25005434,25008361,+,651,arabidopsis,4014,0.668437654,,,
2136,5,AT5G62300,25021200,25022564,-,AT5G62310,25023155,25028686,+,591,arabidopsis,15005,-0.076179276,,,
2137,5,AT5G62400,25054614,25055664,-,AT5G62410,25056025,25062670,+,361,arabidopsis,3320,-0.139314367,,,
2138,5,AT5G62440,25072117,25074069,-,AT5G62460,25074782,25077398,+,713,arabidopsis,25101,-0.008361695,,,
2139,5,AT5G62480,25088527,25089626,-,AT5G62490,25090091,25091559,+,465,arabidopsis,8741,0.151909988,,,
2140,5,AT5G62530,25099003,25103312,-,AT5G62540,25103934,25105619,+,622,arabidopsis,24730,0.086731532,,,
2141,5,AT5G62610,25132841,25136065,-,AT5G62620,25136700,25140024,+,635,arabidopsis,24855,0.127859074,,,
2142,5,AT5G62760,25204472,25209583,-,AT5G62770,25210301,25211665,+,718,arabidopsis,24795,0.146046051,,,
2143,5,AT5G62920,25252007,25254318,-,AT5G62930,25254821,25256619,+,503,arabidopsis,23523,0.11377788,,,
2144,5,AT5G63000,25280012,25281652,-,AT5G63010,25281676,25283176,+,24,arabidopsis,24249,0.301615727,,,
2145,5,AT5G63020,25283063,25286121,-,AT5G63030,25286177,25287694,+,56,arabidopsis,24806,0.112541377,,,
2146,5,AT5G63080,25299933,25302476,-,AT5G63085,25302814,25303355,+,338,arabidopsis,1262,-0.156580421,,,
2147,5,AT5G63120,25318642,25322284,-,AT5G63130,25322975,25324739,+,691,arabidopsis,24260,-0.0163751,,,
2148,5,AT5G63290,25369245,25370940,-,AT5G63300,25371091,25372017,+,151,arabidopsis,22948,0.332012585,,,
2149,5,AT5G63490,25418594,25422466,-,AT5G63500,25423370,25423880,+,904,arabidopsis,24707,-0.049728388,,,
2150,5,AT5G63540,25440783,25444471,-,AT5G63550,25444575,25448255,+,104,arabidopsis,20258,0.571312833,,,
2151,5,AT5G63760,25515662,25517891,-,AT5G63770,25518404,25523621,+,513,arabidopsis,25060,0.233807462,,,
2152,5,AT5G63830,25543331,25544898,-,AT5G63840,25544907,25549199,+,9,arabidopsis,25512,0.270148709,,,
2153,5,AT5G63870,25561070,25563316,-,AT5G63880,25563724,25565498,+,408,arabidopsis,24935,0.15661723,,,
2154,5,AT5G63890,25565431,25568206,-,AT5G63900,25568644,25570402,+,438,arabidopsis,11461,-0.364607529,,,
2155,5,AT5G63910,25571779,25574178,-,AT5G63920,25574419,25581433,+,241,arabidopsis,22495,-0.127838595,,,
2156,5,AT5G63950,25591956,25598671,-,AT5G63960,25599514,25606841,+,843,arabidopsis,23586,0.756358558,,,
2157,5,AT5G63970,25606771,25609306,-,AT5G63980,25610002,25611802,+,696,arabidopsis,23761,-0.106701687,,,
2158,5,AT5G64170,25672466,25676823,-,AT5G64180,25677072,25678702,+,249,arabidopsis,24933,0.198173119,,,
2159,5,AT5G64210,25683770,25685731,-,AT5G64220,25686193,25692339,+,462,arabidopsis,5458,-0.040893454,,,
2160,5,AT5G64360,25736171,25738676,-,AT5G64370,25739131,25741222,+,455,arabidopsis,25698,-0.029835507,,,
2161,5,AT5G64410,25750845,25755501,-,AT5G64420,25756272,25761516,+,771,arabidopsis,24996,-0.009355585,,,
2162,5,AT5G64460,25772848,25775635,-,AT5G64470,25775975,25777963,+,340,arabidopsis,24442,0.204553391,,,
2163,5,AT5G64490,25779225,25780308,-,AT5G64500,25780382,25783753,+,74,arabidopsis,22225,0.091741719,,,
2164,5,AT5G64610,25828160,25830669,-,AT5G64620,25831635,25832731,+,966,arabidopsis,25078,-0.000574929,,,
2165,5,AT5G64670,25852241,25854067,-,AT5G64680,25854077,25855484,+,10,arabidopsis,25116,0.506340793,,,
2166,5,AT5G64720,25872305,25872833,-,AT5G64730,25873101,25875293,+,268,arabidopsis,9602,0.028413066,,,
2167,5,AT5G64780,25900412,25902127,-,AT5G64790,25902533,25904804,+,406,arabidopsis,8025,0.106364892,,,
2168,5,AT5G64870,25929432,25931384,-,AT5G64880,25932102,25934156,+,718,arabidopsis,22809,0.172158183,,,
2169,5,AT5G64930,25945683,25948397,-,AT5G64940,25948954,25953823,+,557,arabidopsis,25425,-0.075169262,,,
2170,5,AT5G65000,25964929,25967449,-,AT5G65005,25967824,25968638,+,375,arabidopsis,1485,-0.258981594,,,
2171,5,AT5G65110,26009521,26012684,-,AT5G65120,26012775,26014739,+,91,arabidopsis,24239,-0.228165558,,,
2172,5,AT5G65260,26080222,26083066,-,AT5G65270,26083216,26084832,+,150,arabidopsis,25502,0.24399588,,,
2173,5,AT5G65430,26148150,26150593,-,AT5G65440,26151333,26157099,+,740,arabidopsis,25185,-0.23698542,,,
2174,5,AT5G65490,26177800,26180316,-,AT5G65495,26180421,26181069,+,105,arabidopsis,25393,0.021136373,,,
2175,5,AT5G65560,26200014,26203813,-,AT5G65570,26203968,26206667,+,155,arabidopsis,24586,0.611047369,,,
2176,5,AT5G65609,26218332,26219345,-,AT5G65610,26219442,26221028,+,97,arabidopsis,19888,0.085531979,,,
2177,5,AT5G65613,26220644,26220985,-,AT5G65620,26221829,26225903,+,844,arabidopsis,23856,0.330564154,,,
2178,5,AT5G65740,26301438,26303514,-,AT5G65750,26303673,26308237,+,159,arabidopsis,23989,-0.008769572,,,
2179,5,AT5G65840,26343728,26346123,-,AT5G65850,26346266,26347610,+,143,arabidopsis,24143,0.042894556,,,
2180,5,AT5G65940,26376578,26379681,-,AT5G65950,26380123,26385335,+,442,arabidopsis,25541,0.068717033,,,
2181,5,AT5G66005,26397519,26399274,-,AT5G66010,26399432,26401050,+,158,arabidopsis,23856,0.109292846,,,
2182,5,AT5G66055,26417156,26419363,-,AT5G66060,26419378,26421642,+,15,arabidopsis,24905,0.275216795,,,
2183,5,AT5G66080,26423244,26425448,-,AT5G66090,26425680,26427172,+,232,arabidopsis,23686,-0.077623681,,,
2184,5,AT5G66120,26431376,26433900,-,AT5G66130,26433964,26437222,+,64,arabidopsis,23389,-0.041147517,,,
2185,5,AT5G66150,26438839,26444434,-,AT5G66160,26445086,26447433,+,652,arabidopsis,10355,-0.075053763,,,
2186,5,AT5G66270,26473086,26475839,-,AT5G66280,26476166,26477754,+,327,arabidopsis,6591,-0.015035019,,,
2187,5,AT5G66607,26583431,26583756,-,AT5G66610,26584734,26587976,+,978,arabidopsis,21020,0.188513454,,,
2188,5,AT5G66970,26740445,26741125,-,AT5G66980,26741543,26742826,+,418,arabidopsis,1447,0.641025961,,,
2189,5,AT5G67010,26749058,26749616,-,AT5G67020,26749826,26751339,+,210,arabidopsis,2215,0.223688325,,,
2190,5,AT5G67090,26773939,26776391,-,AT5G67100,26776953,26786431,+,562,arabidopsis,22882,0.171922637,,,
2191,5,AT5G67160,26797596,26799265,-,AT5G67170,26799738,26802067,+,473,arabidopsis,23785,0.223207027,,,
2192,5,AT5G67220,26820121,26821964,-,AT5G67230,26822432,26824328,+,468,arabidopsis,23787,0.10574477,,,
2193,5,AT5G67310,26855216,26857086,-,AT5G67320,26857154,26861119,+,68,arabidopsis,14573,0.136615705,,,
2194,5,AT5G67490,26934153,26934952,-,AT5G67500,26935075,26937650,+,123,arabidopsis,20767,0.041700797,,,
2195,5,AT5G67510,26937621,26938498,-,AT5G67520,26939159,26941050,+,661,arabidopsis,23288,-0.241820478,,,
2196,5,AT5G67550,26946732,26949184,-,AT5G67560,26950106,26952285,+,922,arabidopsis,19239,-0.04291653,,,
2197,5,AT5G67580,26955568,26957774,-,AT5G67590,26957915,26959557,+,141,arabidopsis,25520,-0.02021091,,,
2198,1,Zm00001d027345,3377702,3378405,-,Zm00001d027346,3379341,3380308,+,936,maize,16123,0.089425278,,,
2199,1,Zm00001d027549,8053530,8055161,-,Zm00001d027550,8055744,8056160,+,583,maize,2517,0.012106815,,,
2200,1,Zm00001d027610,8979876,8981567,-,Zm00001d027611,8981882,8983387,+,315,maize,15332,0.656606007,,,
2201,1,Zm00001d027671,10681229,10686519,-,Zm00001d027672,10687116,10690173,+,597,maize,18490,0.311077913,,,
2202,1,Zm00001d027740,12442621,12443983,-,Zm00001d027741,12444329,12446126,+,346,maize,7928,0.093366297,,,
2203,1,Zm00001d027826,14606179,14611811,-,Zm00001d027827,14612107,14616020,+,296,maize,18539,0.271941527,,,
2204,1,Zm00001d027844,15012548,15013896,-,Zm00001d027845,15013950,15018699,+,54,maize,17207,-0.043641161,,,
2205,1,Zm00001d027871,16007197,16010258,-,Zm00001d027872,16011197,16017413,+,939,maize,18701,0.046988346,,,
2206,1,Zm00001d027966,18514177,18522465,-,Zm00001d027967,18522679,18525819,+,214,maize,17894,0.15768217,,,
2207,1,Zm00001d028055,21774547,21776554,-,Zm00001d028056,21777050,21779928,+,496,maize,15106,0.339941412,,,
2208,1,Zm00001d028096,22880022,22891698,-,Zm00001d028097,22891760,22894405,+,62,maize,18531,0.13847724,,,
2209,1,Zm00001d028177,25545505,25566335,-,Zm00001d028178,25566760,25575059,+,425,maize,12763,0.34971853,,,
2210,1,Zm00001d028185,25738664,25741208,-,Zm00001d028186,25742203,25745382,+,995,maize,16492,0.247475595,,,
2211,1,Zm00001d028232,27413617,27420137,-,Zm00001d028233,27420468,27422652,+,331,maize,7325,-0.166091857,,,
2212,1,Zm00001d028393,33164527,33166953,-,Zm00001d028394,33167117,33168214,+,164,maize,12575,0.217158513,,,
